id,listing_url,name,summary,space,description,city,state,country_code,country,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,price,weekly_price,monthly_price,HostId
269355,https://www.airbnb.com/rooms/269355,Elegant apartment in the heart of Toronto,"1920's era gem, located in Rosedale just blocks from trendy Yorkville. 1 king bed,  1 kids room with crib and toddler bed + daybed and sectional for additional sleepers. Contemporary furnishings, sun filled large common rooms, 2000+ sq feet of space","Grand New York style apartment in heart of the city, blocks from Yorkville/Summerhill, Whole Foods TTC etc. Over 2000 sq feet of entertaining space, 2 beds (1 king, 1 kids room with crib and toddler bed) 1 bath, in suite laundry, hi speed internet, working fireplace, housekeeping service and a curated guide of all the best places to eat, drink and shop in our city. Building recently named ""one of Toronto's most elegant"" by Toronto Star architectural writer. Very desirable and discreet building. Truly modern luxury in historical setting. Rare opportunity as there is a perpetual waiting list to access this building.","1920's era gem, located in Rosedale just blocks from trendy Yorkville. 1 king bed,  1 kids room with crib and toddler bed + daybed and sectional for additional sleepers. Contemporary furnishings, sun filled large common rooms, 2000+ sq feet of space Grand New York style apartment in heart of the city, blocks from Yorkville/Summerhill, Whole Foods TTC etc. Over 2000 sq feet of entertaining space, 2 beds (1 king, 1 kids room with crib and toddler bed) 1 bath, in suite laundry, hi speed internet, working fireplace, housekeeping service and a curated guide of all the best places to eat, drink and shop in our city. Building recently named ""one of Toronto's most elegant"" by Toronto Star architectural writer. Very desirable and discreet building. Truly modern luxury in historical setting. Rare opportunity as there is a perpetual waiting list to access this building.",Toronto,ON,CA,Canada,Apartment,Entire home/apt,5,2.0,3.0,3.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Washer/Dryer,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer}",$199.00,"$1,988.00","$4,640.00",60716
273304,https://www.airbnb.com/rooms/273304,In the heart of Toronto downtown!,,"1BHK fully furnished appartment with equipped kitchen, real queen size bed with mattress and comforter, TV with cable, Sofa set Appartment also has an indoor swimming pool, gym and a sauna Easily accessible from subway station (100mt) Movie theatre located right next to the building Neighborhood includes Dundas square, pubs and discs and 24hr eating joints","1BHK fully furnished appartment with equipped kitchen, real queen size bed with mattress and comforter, TV with cable, Sofa set Appartment also has an indoor swimming pool, gym and a sauna Easily accessible from subway station (100mt) Movie theatre located right next to the building Neighborhood includes Dundas square, pubs and discs and 24hr eating joints",Toronto,ON,CA,Canada,Apartment,Private room,1,1.0,1.0,1.0,"{""Cable TV"",Wifi,Pool,Kitchen,Gym,Elevator,Heating}",$176.00,"$1,193.00","$2,983.00",404511
273500,https://www.airbnb.com/rooms/273500,Beautiful Executive Victorian House,"Beautifully restored Victorian from 1882 on historic Ulster Ave. Hardwood floors throughout, and Jacuzzi Tub. Chefs kitchen with Stainless Steel and Gas range. Beautiful private courtyard beneath the grape leaves canopy. Private garage  size is 89"" wide at its most narrow by 204"" Deep.","This beautifully restored Harbord Village Victorian Rowhouse is situated in the best spot of the city. Walking distance is minutes from Little Italy, Kensington Market, Harbord St, Bloor Annex, Streetcar and Subway, Trinity Belwoods, AGO,  ROM and Yorkville. The house has updated hardwood throughout, 2 Bedrooms plus Den, Gorgeous Bathroom with Jacuzzi Tub and Skylight, Chef's Kitchen with all Stainless Steel Appliances (Fridge,Cook Top Stove W/B/I Oven, Range Hood, Dishwasher,Microwave) and Granite Tops, Granite Bar and Glass Area for entertaining. One Car Garage and a finished basement with a three piece bathroom (Low ceilings). Washer and Dryer included.  Central Air Conditioning and Gas Furnace provide a comfortable living space throughout.  The back yard is an oasis onto itself with a beautiful cedar focal wall and grape leaf pergola. Includes Internet 42"" LCD TV Note: Parking Garage will fit a standard sedan. If you have a large car, it will be a tight fit.  The basement is also p","Beautifully restored Victorian from 1882 on historic Ulster Ave. Hardwood floors throughout, and Jacuzzi Tub. Chefs kitchen with Stainless Steel and Gas range. Beautiful private courtyard beneath the grape leaves canopy. Private garage  size is 89"" wide at its most narrow by 204"" Deep. This beautifully restored Harbord Village Victorian Rowhouse is situated in the best spot of the city. Walking distance is minutes from Little Italy, Kensington Market, Harbord St, Bloor Annex, Streetcar and Subway, Trinity Belwoods, AGO,  ROM and Yorkville. The house has updated hardwood throughout, 2 Bedrooms plus Den, Gorgeous Bathroom with Jacuzzi Tub and Skylight, Chef's Kitchen with all Stainless Steel Appliances (Fridge,Cook Top Stove W/B/I Oven, Range Hood, Dishwasher,Microwave) and Granite Tops, Granite Bar and Glass Area for entertaining. One Car Garage and a finished basement with a three piece bathroom (Low ceilings). Washer and Dryer included.  Central Air Conditioning and Gas Furnace provid",Toronto,ON,CA,Canada,House,Entire home/apt,4,2.0,2.0,2.0,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self check-in"",Keypad,Bathtub,""Baby bath"",""High chair"",""Children’s books and toys"",""Babysitter recommendations"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$252.00,,"$8,000.00",404511
280249,https://www.airbnb.com/rooms/280249,private bdrm & bath room 3,Parking 24hrs/$8,".There is a private en-suite three piece bathroom. one Queen bed, WIFI ,clock radio,hair dryer, iron,free US/Canada long distant calls  Check in: Please ring the doorbell the house keeper will open door for you.It is 130sq feet in size and located on the second floor. The room faces the Moss park, queen size bed and a private three pieces bathroom, TV and WiFi are available.Our location is a 1874 heritage building, facing Moss park and located in downtown Toronto. The location is close to Yonge-Dundas square at 118 Shuter street. We offer hospitable services at affordable rates. It only takes approximate 5 mins to walk to Eaton centre, Queen subway, Yonge-Dundas subway, Dundas Square, Winnter Garden, Elgin Theatre, Massey Hall, Gay district and St.Michael's Hospital.Also, there are short cab rides to St.Lawrence Market, The CN Tower, Cabbage Town, The Roger's centre, City Hall, China Town, Italian Town, Harbour Front, Greyhound bus terminal, Museum, and Ryerson U. There are 24hr street",".There is a private en-suite three piece bathroom. one Queen bed, WIFI ,clock radio,hair dryer, iron,free US/Canada long distant calls  Check in: Please ring the doorbell the house keeper will open door for you.It is 130sq feet in size and located on the second floor. The room faces the Moss park, queen size bed and a private three pieces bathroom, TV and WiFi are available.Our location is a 1874 heritage building, facing Moss park and located in downtown Toronto. The location is close to Yonge-Dundas square at 118 Shuter street. We offer hospitable services at affordable rates. It only takes approximate 5 mins to walk to Eaton centre, Queen subway, Yonge-Dundas subway, Dundas Square, Winnter Garden, Elgin Theatre, Massey Hall, Gay district and St.Michael's Hospital.Also, there are short cab rides to St.Lawrence Market, The CN Tower, Cabbage Town, The Roger's centre, City Hall, China Town, Italian Town, Harbour Front, Greyhound bus terminal, Museum, and Ryerson U. There are 24hr street",Toronto,ON,CA,Canada,House,Private room,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Hair dryer"",Iron,""Private entrance"",""Hot water"",""Long term stays allowed""}",$76.00,$490.00,"$1,800.00",769667
283628,https://www.airbnb.com/rooms/283628,Baldwin Village Downtown Apartment,"Lowrise building downtown apartment. Conveniently located walking distance from Toronto's downtown art, food, culture, shopping, nightlife and parks!  Steps away from various public transportation stops. Ideal for single travellers.","A great location right across from Kensington Market, Chinatown, the AGO, Queen Street shops, restaurants/cafes and College Street.  The apartment is right on the Spadina streetcar line for easy TTC access.  You can cut on transportation costs because this place is walking distance to great bars, clubs, movie theaters/TIFF screening locations, galleries and parks.   This is a two bedroom apartment currently available for shared occupancy.  The smaller of the two rooms includes a single bed (which can be expanded to a double), a desk and a work lamp. Please note that the bed when used as a single, has a double synthetic foam mattress (not a spring matress) for better comfort although it is not recommended for longer stays.  Street parking is available in the area.  Alternatively, there is a Green P on Baldwin Street (2min walk from the apt) on the opposite side of Spadina Ave.  It is recommended if you will be parked during stormy winter weather to avoid the hassle of clearing your wind","Lowrise building downtown apartment. Conveniently located walking distance from Toronto's downtown art, food, culture, shopping, nightlife and parks!  Steps away from various public transportation stops. Ideal for single travellers. A great location right across from Kensington Market, Chinatown, the AGO, Queen Street shops, restaurants/cafes and College Street.  The apartment is right on the Spadina streetcar line for easy TTC access.  You can cut on transportation costs because this place is walking distance to great bars, clubs, movie theaters/TIFF screening locations, galleries and parks.   This is a two bedroom apartment currently available for shared occupancy.  The smaller of the two rooms includes a single bed (which can be expanded to a double), a desk and a work lamp. Please note that the bed when used as a single, has a double synthetic foam mattress (not a spring matress) for better comfort although it is not recommended for longer stays.  Street parking is available in the",Toronto,ON,CA,Canada,Apartment,Private room,1,1.0,1.0,1.0,"{Wifi,Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",$135.00,$350.00,$987.00,190175
288341,https://www.airbnb.com/rooms/288341,Beautiful Victorian Home,"Over 3500 sqft of living. Living room, dining room, eat in kitchen, 2 bathrooms, 2 bedrooms, office, bar/games room, den, two outdoor decks and backyard. Fantastic outdoor urban living. Additional bed can be set up in the office, and the den couch pulls into a very comfortable double bed.  2 min walk to Sherbourne Subway station, free parking. Easy access to all parts of the city. Walk to bars, restaurants, and grocery stores.  All other amenities included: cable, wifi, A/C, central vac","Lovely home located in between Rosedale and Cabbagetown. 3 floors of living, 3500sqft.Living room, dining room, eat in kitchen, 2 bedrooms, office, 2 bathrooms, bar, den, roof top deck. Centrally located, 2 min walk from subway. Parking on site","Over 3500 sqft of living. Living room, dining room, eat in kitchen, 2 bathrooms, 2 bedrooms, office, bar/games room, den, two outdoor decks and backyard. Fantastic outdoor urban living. Additional bed can be set up in the office, and the den couch pulls into a very comfortable double bed.  2 min walk to Sherbourne Subway station, free parking. Easy access to all parts of the city. Walk to bars, restaurants, and grocery stores.  All other amenities included: cable, wifi, A/C, central vac Lovely home located in between Rosedale and Cabbagetown. 3 floors of living, 3500sqft.Living room, dining room, eat in kitchen, 2 bedrooms, office, 2 bathrooms, bar, den, roof top deck. Centrally located, 2 min walk from subway. Parking on site Entire house minus basement. Always.",Toronto,ON,CA,Canada,House,Entire home/apt,6,1.5,2.0,3.0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Free street parking"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed""}",$125.00,$700.00,"$3,000.00",818747
289239,https://www.airbnb.com/rooms/289239,Big City Views from beautiful Queen West condo!,"My modern and bright condo is fully equipped to make for a very comfortable stay in the city. The location cannot be beat; close to a myriad of wonderful restaurants, bars and shops. Its park facing location makes for a quiet stay with spectacular views of the Toronto skyline.  Its close location to the streetcar stop and bike share program - make it easy to get around the city. I promise to make my home a wonderful place for your stay in TO! Let me know how I can help. Happy travels!!","1-bedroom + den condo in the heart of downtown Toronto, steps away from the streetcar + bikeshare for easy access to all parts of the city. Unobstructed views of downtown.  The boutique building looks over Stanley park.  Bright and cheerful with floor to ceiling windows and a small balcony with dining table. Fully equipped kitchen with espresso machine & dishwasher.  Large living space with 42inch flatscreen with cable.  Bedroom opens up to balcony with a new queen mattress is extremely comfortable.  There is a den available for you to sit at the desk and work or if you prefer, can be converted with an air mattress into another sleeping area.  The bathroom has a a soaker tub available. Washer & dryer is also in the unit if you would like to use it. Free wifi & cable.  Feel free to use the gym downstairs also. Parking is also available upon request. King West is one of the trendiest neighbourhoods in the city, dotted with plenty of restaurants, bars and patios. A 5 minute walk will take","My modern and bright condo is fully equipped to make for a very comfortable stay in the city. The location cannot be beat; close to a myriad of wonderful restaurants, bars and shops. Its park facing location makes for a quiet stay with spectacular views of the Toronto skyline.  Its close location to the streetcar stop and bike share program - make it easy to get around the city. I promise to make my home a wonderful place for your stay in TO! Let me know how I can help. Happy travels!! 1-bedroom + den condo in the heart of downtown Toronto, steps away from the streetcar + bikeshare for easy access to all parts of the city. Unobstructed views of downtown.  The boutique building looks over Stanley park.  Bright and cheerful with floor to ceiling windows and a small balcony with dining table. Fully equipped kitchen with espresso machine & dishwasher.  Large living space with 42inch flatscreen with cable.  Bedroom opens up to balcony with a new queen mattress is extremely comfortable.  The",Toronto,ON,CA,Canada,Condominium,Entire home/apt,2,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Elevator,""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",Other,""Paid parking on premises"",""Baking sheet"",""Trash can""}",$199.00,$990.00,"$3,600.00",805387
304065,https://www.airbnb.com/rooms/304065,Stonehouse On Sterling-South Room.,"This room has a single bed, a mattress can be added.  Equipped with a built in desk and next door to shared bathroom. Continental Breakfast included. Parking with request only. For Private Ensuite, please ask about our new rooms, Large and Queen Bed","Sterling-South Room has a double bed with space for a single mattress, there is a built in desk, hard wood flooring and over head fan, next door to shared bathroom.  Please note, this room only accommodates 2 adults with one child. No breakfast service.  We are minutes from the Highway, 20 minutes from Airport, 40 min. easy access by Metro!!   We are walking distance to Dundas West Subway, on the Bloor Line, very close to all amenities/major attractions.  Long term discount.    Here you will have the service of a Hotel, the Comfort of being at home, while feeling surrounded by friends!  Our South Room is one of 3 rooms we offer, we have Garden Room which has a balcony or our Queen Room which is larger, all listed with airbnb. For Double or Queen Size beds, please see my Garden 2nd Fl. (Dble Bed)/ Garden 3rd Fl. (Queen Bed + Ensuite).  Both Garden Rooms are equipped with a private Balcony, Or Queen Rm. 2nd Fl. (Queen Bed and Spacious Rm).  Or Queen 3rd Fl. (Queen Bed and very spacious r","This room has a single bed, a mattress can be added.  Equipped with a built in desk and next door to shared bathroom. Continental Breakfast included. Parking with request only. For Private Ensuite, please ask about our new rooms, Large and Queen Bed Sterling-South Room has a double bed with space for a single mattress, there is a built in desk, hard wood flooring and over head fan, next door to shared bathroom.  Please note, this room only accommodates 2 adults with one child. No breakfast service.  We are minutes from the Highway, 20 minutes from Airport, 40 min. easy access by Metro!!   We are walking distance to Dundas West Subway, on the Bloor Line, very close to all amenities/major attractions.  Long term discount.    Here you will have the service of a Hotel, the Comfort of being at home, while feeling surrounded by friends!  Our South Room is one of 3 rooms we offer, we have Garden Room which has a balcony or our Queen Room which is larger, all listed with airbnb. For Double or ",Toronto,ON,CA,Canada,Bed and breakfast,Private room,3,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Pets allowed"",Breakfast,Heating,""Family/kid friendly"",""Suitable for events""}",$73.00,$420.00,"$1,420.00",144055
307726,https://www.airbnb.com/rooms/307726,Boutique Chic at Maple Leaf Square,This is a private studio condo (no separate bedroom) ideal for one or two travelers in the throbbing heart of downtown Toronto. Amenities are abundant. The condo is extremely popular.  Please read full description below.,"Welcome to the Boutique Chic studio condo in the heart of downtown Toronto.  This small, beautifully appointed apartment is perfectly situated at the award-winning Maple Leaf Square where your world is simply an elevator ride away. The condo is linked to Canada's busiest transit hub, Union Station, with direct access to the TTC subway system, GO transit, the express UP train to and from Pearson Airport, and Via Rail. The building is also directly connected to 27 km of underground shopping and restaurants through the Toronto's PATH system. The building's amenities feature an indoor and outdoor pool, state-of-the-art gym, sauna, billiards room, business rooms with wireless internet, party room, media room, and 24 hour security and concierge. Maple Leaf Square is home to a 40-thousand square foot Longo's supermarket, with ready-made meals-to-go, as well as an LCBO Liqour store, TD Bank, Starbucks, Real Sports Bar and Grill and the fine-dining restaurant, ""e11even"". Paid underground parkin","This is a private studio condo (no separate bedroom) ideal for one or two travelers in the throbbing heart of downtown Toronto. Amenities are abundant. The condo is extremely popular.  Please read full description below. Welcome to the Boutique Chic studio condo in the heart of downtown Toronto.  This small, beautifully appointed apartment is perfectly situated at the award-winning Maple Leaf Square where your world is simply an elevator ride away. The condo is linked to Canada's busiest transit hub, Union Station, with direct access to the TTC subway system, GO transit, the express UP train to and from Pearson Airport, and Via Rail. The building is also directly connected to 27 km of underground shopping and restaurants through the Toronto's PATH system. The building's amenities feature an indoor and outdoor pool, state-of-the-art gym, sauna, billiards room, business rooms with wireless internet, party room, media room, and 24 hour security and concierge. Maple Leaf Square is home to ",Toronto,ON,CA,Canada,Condominium,Entire home/apt,2,1.0,0.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Paid parking off premises"",Doorman,Gym,Elevator,""Hot tub"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Private entrance"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",Waterfront,""Lake access"",""Paid parking on premises""}",$110.00,$550.00,"$2,050.00",83545
309402,https://www.airbnb.com/rooms/309402,"Central, beside subway, indoor pool","Less than a minute walk to subway, grocery store, 24-hour convenience/grocery store, coffee shops, hair salon, pharmacy, post office, restaurants, etc. Five minute walk to shopping centre and cinemas. Best view of Toronto's skyline on my 30th floor, rooftop deck open 24-hours. And more!","Bonjour!  - right beside Davisville subway station - only 3 stops away from downtown - steps from restaurants, grocery stores, cinémas, coffee shops, dry cleaners, post office, pharmacies, shopping mall, a 5km nature/running trail, gym, ESL school, etc. - indoor heated pool on roof - sauna - huge rooftop terrasse open 24/7 with gorgeous 360 degree view of Toronto including the CN Tower - one futon double beds and one pull-out single bed  - unlimited wireless internet - cable tv - furnished balcony - air-conditioning in summer - 44"" flat screen TV - board games, DVDs and a mini-ibrary of English and french books for you to enjoy! - well-lit and VERY clean! - laundry - street and cheap pay parking at your doorstep Think of it as a private, luxury hostel; one big happy family, although I am rarely home. (I am normally not home from 7am to 7pm during the weekdays.) Separate beds but in same one-room studio flat. You have your own keys and you do as you please. :) I have lived in Toronto fo","Bonjour!  - right beside Davisville subway station - only 3 stops away from downtown - steps from restaurants, grocery stores, cinémas, coffee shops, dry cleaners, post office, pharmacies, shopping mall, a 5km nature/running trail, gym, ESL school, etc. - indoor heated pool on roof - sauna - huge rooftop terrasse open 24/7 with gorgeous 360 degree view of Toronto including the CN Tower - one futon double beds and one pull-out single bed  - unlimited wireless internet - cable tv - furnished balcony - air-conditioning in summer - 44"" flat screen TV - board games, DVDs and a mini-ibrary of English and french books for you to enjoy! - well-lit and VERY clean! - laundry - street and cheap pay parking at your doorstep Think of it as a private, luxury hostel; one big happy family, although I am rarely home. (I am normally not home from 7am to 7pm during the weekdays.) Separate beds but in same one-room studio flat. You have your own keys and you do as you please. :) I have lived in Toronto fo",Toronto,ON,CA,Canada,Apartment,Shared room,2,1.0,1.0,2.0,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,""Patio or balcony"",Other,""Paid parking on premises"",""Trash can""}",$50.00,$240.00,$900.00,283174
312035,https://www.airbnb.com/rooms/312035,Stonehouse On Sterling-Queen Room,"Spacious Room, w/couch for sitting, Queen Bed, shared bathroom. Sleeps 3 /4 w/mattress on floor.   For Private Bathroom please ask about our Sunshine Room, $105/nt. Very large & Sunny w/Queen Bed, fridge/microwave. Continental Breakfast, 8am-10am.","Located by the Dundas West Subway/TTC, (Bloor Line), 15 minutes to downtown. Walking Distance to High Park, about a 20 minute walk to Kensington Market/China Town.  We are walking distance to many Restaurants/bars/cafe's and shopping. It would be my pleasure to help with your Itinerary which saves time and money during your stay.  Continental Breakfast.   Our Queen Room is our largest of 3, sleeps 3 or 4, with a pull-out couch also used for a sitting area.  Play Pen for child can be requested, also a small fridge. 20 minutes from the Airport.  Parking with request only, $5.00 fee per night.  Please note, price is for a single, $18.00 per extra person. Shared Bathroom.","Spacious Room, w/couch for sitting, Queen Bed, shared bathroom. Sleeps 3 /4 w/mattress on floor.   For Private Bathroom please ask about our Sunshine Room, $105/nt. Very large & Sunny w/Queen Bed, fridge/microwave. Continental Breakfast, 8am-10am. Located by the Dundas West Subway/TTC, (Bloor Line), 15 minutes to downtown. Walking Distance to High Park, about a 20 minute walk to Kensington Market/China Town.  We are walking distance to many Restaurants/bars/cafe's and shopping. It would be my pleasure to help with your Itinerary which saves time and money during your stay.  Continental Breakfast.   Our Queen Room is our largest of 3, sleeps 3 or 4, with a pull-out couch also used for a sitting area.  Play Pen for child can be requested, also a small fridge. 20 minutes from the Airport.  Parking with request only, $5.00 fee per night.  Please note, price is for a single, $18.00 per extra person. Shared Bathroom. We have High Park by us, along with many up and coming Restaurant’s, Cafes ",Toronto,ON,CA,Canada,House,Private room,4,1.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",""Suitable for events"",Essentials,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware""}",$90.00,$546.00,"$2,000.00",301660
314459,https://www.airbnb.com/rooms/314459,Cosy room by Toronto's Danforth Ave,"PLEASE SEE *NOTE* CONSTRUCTION ALERT BELOW.  Cosy room available for female travellers in 100-year-old home, steps from Danforth's Greektown. Quiet, lovely treed neighbourhood & everything you need close by. A 7 min. walk to the Donlands subway stop means you can be downtown in half an hour!","*NOTE*:  CONSTRUCTION ALERT.  Sometime in the spring of 2020 (April?), the house next door to mine will be torn down and a new house will be built in its place.  The construction period, I anticipate, will go from spring 2020 to the end of fall/winter 2020 at the earliest. At times it could be extremely noisy being next to the construction, and at other times much less so.  Construction noise is allowed from 7 am to 7 pm Monday to Friday in the City of Toronto, and Saturday from 8 am to 7 pm.   AS A RESULT, between spring and December 2020, this rental would probably best suit someone who is going out everyday to a job, internship, school, etc., and is mainly out enjoying Toronto's sites on Saturdays.  Please feel free to ask if you have further questions, and I will update this note are more information becomes available.  *** In your room: desk, night table, single bed with duvet, window with curtains, bookcase, large wardrobe for hanging clothes, and it also has shelves for clothing","PLEASE SEE *NOTE* CONSTRUCTION ALERT BELOW.  Cosy room available for female travellers in 100-year-old home, steps from Danforth's Greektown. Quiet, lovely treed neighbourhood & everything you need close by. A 7 min. walk to the Donlands subway stop means you can be downtown in half an hour! *NOTE*:  CONSTRUCTION ALERT.  Sometime in the spring of 2020 (April?), the house next door to mine will be torn down and a new house will be built in its place.  The construction period, I anticipate, will go from spring 2020 to the end of fall/winter 2020 at the earliest. At times it could be extremely noisy being next to the construction, and at other times much less so.  Construction noise is allowed from 7 am to 7 pm Monday to Friday in the City of Toronto, and Saturday from 8 am to 7 pm.   AS A RESULT, between spring and December 2020, this rental would probably best suit someone who is going out everyday to a job, internship, school, etc., and is mainly out enjoying Toronto's sites on Saturda",Toronto,ON,CA,Canada,House,Private room,1,1.0,1.0,1.0,"{TV,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Long term stays allowed""}",$52.00,$250.00,$735.00,546125
314934,https://www.airbnb.com/rooms/314934,Stonehouse On Sterling-Garden Room,"Small but cozy w/balcony and double bed, shared bathroom. OR, for Private Bathroom, we have our Grande Garden, please ask, $120.00/nt., W/Balcony and Queen Bed.  This room is equipped with a small fridge, microwave, kettle and coffee station. Parking requires a street parking permit.","This room is small but cozy, with a walk out balcony, which has a view of the Garden.  This room is equipped with a Double Bed and some floor space, for a single mattress or cot, along with a small table/desk and has an over head fan.  Please ask if you prefer Private Bathroom.  Note: $7.00 per night for Parking, with request only.","Small but cozy w/balcony and double bed, shared bathroom. OR, for Private Bathroom, we have our Grande Garden, please ask, $120.00/nt., W/Balcony and Queen Bed.  This room is equipped with a small fridge, microwave, kettle and coffee station. Parking requires a street parking permit. This room is small but cozy, with a walk out balcony, which has a view of the Garden.  This room is equipped with a Double Bed and some floor space, for a single mattress or cot, along with a small table/desk and has an over head fan.  Please ask if you prefer Private Bathroom.  Note: $7.00 per night for Parking, with request only. We are by The UP Express, 2 stops from the Airport, Bloor Station. We are 1 stop to Union Station.  There is no breakfast service. However, we have a nice Cafe on our Street along with The Drake Commissary, which serves breakfast and Henderson Brewery for later, they also serve food. We have very easy access to downtown. We are walking distance to so many restaurants and bars, a",Toronto,ON,CA,Canada,House,Private room,3,3.0,1.0,1.0,"{TV,""Cable TV"",Internet,Wifi,""Paid parking off premises"",""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Patio or balcony""}",$85.00,$450.00,"$1,450.00",189819
