,AmenityName,PropertyId
2255,Internet,24143
2256,Wifi,24143
2257,Air conditioning,24143
2258,Kitchen,24143
2259,Free street parking,24143
2260,Buzzer/wireless intercom,24143
2261,Heating,24143
2262,Washer,24143
2263,Dryer,24143
2264,Smoke detector,24143
2265,Carbon monoxide detector,24143
2266,First aid kit,24143
2267,Safety card,24143
2268,Fire extinguisher,24143
2269,Essentials,24143
2270,Shampoo,24143
2271,Lock on bedroom door,24143
2272,24-hour check-in,24143
2273,Hangers,24143
2274,Hair dryer,24143
2275,Iron,24143
2276,Laptop friendly workspace,24143
2277,translation missing: en.hosting_amenity_49,24143
2278,translation missing: en.hosting_amenity_50,24143
2279,Self check-in,24143
2280,Lockbox,24143
2281,Bathtub,24143
2282,Room-darkening shades,24143
2283,Hot water,24143
2284,Bed linens,24143
2285,Extra pillows and blankets,24143
2286,Microwave,24143
2287,Coffee maker,24143
2288,Refrigerator,24143
2289,Dishwasher,24143
2290,Dishes and silverware,24143
2291,Cooking basics,24143
2292,Oven,24143
2293,Stove,24143
2294,Patio or balcony,24143
2295,Luggage dropoff allowed,24143
2296,Shower gel,24143
2297,TV,24285
2298,Cable TV,24285
2299,Wifi,24285
2300,Air conditioning,24285
2301,Kitchen,24285
2302,Free street parking,24285
2303,Heating,24285
2304,Family/kid friendly,24285
2305,Dryer,24285
2306,Smoke detector,24285
2307,Carbon monoxide detector,24285
2308,Fire extinguisher,24285
2309,Essentials,24285
2310,Shampoo,24285
2311,Hangers,24285
2312,Hair dryer,24285
2313,Iron,24285
2314,Laptop friendly workspace,24285
2315,Private living room,24285
2316,Bathtub,24285
2317,Window guards,24285
2318,Hot water,24285
2319,Bed linens,24285
2320,Ethernet connection,24285
2321,Microwave,24285
2322,Coffee maker,24285
2323,Refrigerator,24285
2324,Dishwasher,24285
2325,Dishes and silverware,24285
2326,Cooking basics,24285
2327,Oven,24285
2328,Stove,24285
2329,Luggage dropoff allowed,24285
2330,Host greets you,24285
2331,TV,25235
2332,Internet,25235
2333,Wifi,25235
2334,Air conditioning,25235
2335,Kitchen,25235
2336,Free street parking,25235
2337,Buzzer/wireless intercom,25235
2338,Heating,25235
2339,Family/kid friendly,25235
2340,Washer,25235
2341,Dryer,25235
2342,Smoke detector,25235
2343,Carbon monoxide detector,25235
2344,Essentials,25235
2345,Shampoo,25235
2346,24-hour check-in,25235
2347,Hangers,25235
2348,Hair dryer,25235
2349,Iron,25235
2350,Laptop friendly workspace,25235
2351,translation missing: en.hosting_amenity_50,25235
2352,Self check-in,25235
2353,Lockbox,25235
2354,Hot water,25235
2355,Microwave,25235
2356,Coffee maker,25235
2357,Refrigerator,25235
2358,Dishwasher,25235
2359,Dishes and silverware,25235
2360,Cooking basics,25235
2361,Oven,25235
2362,Stove,25235
2363,TV,25406
2364,Cable TV,25406
2365,Internet,25406
2366,Wifi,25406
2367,Air conditioning,25406
2368,Kitchen,25406
2369,Hot tub,25406
2370,Buzzer/wireless intercom,25406
2371,Heating,25406
2372,Family/kid friendly,25406
2373,Washer,25406
2374,Dryer,25406
2375,Smoke detector,25406
2376,Carbon monoxide detector,25406
2377,First aid kit,25406
2378,Fire extinguisher,25406
2379,Shampoo,25406
2380,TV,25696
2381,Cable TV,25696
2382,Wifi,25696
2383,Air conditioning,25696
2384,Kitchen,25696
2385,Paid parking off premises,25696
2386,Doorman,25696
2387,Gym,25696
2388,Pets live on this property,25696
2389,Cat(s),25696
2390,Elevator,25696
2391,Free street parking,25696
2392,Heating,25696
2393,Family/kid friendly,25696
2394,Washer,25696
2395,Dryer,25696
2396,Smoke detector,25696
2397,Carbon monoxide detector,25696
2398,Fire extinguisher,25696
2399,Essentials,25696
2400,Hangers,25696
2401,Hair dryer,25696
2402,Iron,25696
2403,translation missing: en.hosting_amenity_50,25696
2404,Self check-in,25696
2405,Building staff,25696
2406,Hot water,25696
2407,Bed linens,25696
2408,Extra pillows and blankets,25696
2409,Microwave,25696
2410,Refrigerator,25696
2411,Dishes and silverware,25696
2412,Cooking basics,25696
2413,Oven,25696
2414,Stove,25696
2415,Paid parking on premises,25696
2416,Internet,26012
2417,Wifi,26012
2418,Air conditioning,26012
2419,Kitchen,26012
2420,Paid parking off premises,26012
2421,Free street parking,26012
2422,Indoor fireplace,26012
2423,Heating,26012
2424,Family/kid friendly,26012
2425,Washer,26012
2426,Dryer,26012
2427,Smoke detector,26012
2428,Carbon monoxide detector,26012
2429,First aid kit,26012
2430,Safety card,26012
2431,Fire extinguisher,26012
2432,Essentials,26012
2433,Shampoo,26012
2434,24-hour check-in,26012
2435,Hangers,26012
2436,Hair dryer,26012
2437,Iron,26012
2438,Laptop friendly workspace,26012
2439,translation missing: en.hosting_amenity_50,26012
2440,Self check-in,26012
2441,Lockbox,26012
2442,Children’s books and toys,26012
2443,Hot water,26012
2444,Bed linens,26012
2445,Extra pillows and blankets,26012
2446,Luggage dropoff allowed,26012
2447,Long term stays allowed,26012
2448,TV,26362
2449,Internet,26362
2450,Wifi,26362
2451,Air conditioning,26362
2452,Kitchen,26362
2453,Hot tub,26362
2454,Buzzer/wireless intercom,26362
2455,Heating,26362
2456,Essentials,26362
2457,Hangers,26362
2458,Hair dryer,26362
2459,Iron,26362
2460,translation missing: en.hosting_amenity_49,26362
2461,Host greets you,26362
2462,TV,26520
2463,Wifi,26520
2464,Air conditioning,26520
2465,Kitchen,26520
2466,Free street parking,26520
2467,Heating,26520
2468,Washer,26520
2469,Dryer,26520
2470,Smoke detector,26520
2471,Carbon monoxide detector,26520
2472,Fire extinguisher,26520
2473,Essentials,26520
2474,Shampoo,26520
2475,Lock on bedroom door,26520
2476,Hangers,26520
2477,Hair dryer,26520
2478,Iron,26520
2479,Laptop friendly workspace,26520
2480,Hot water,26520
2481,Bed linens,26520
2482,Extra pillows and blankets,26520
2483,Microwave,26520
2484,Coffee maker,26520
2485,Refrigerator,26520
2486,Dishwasher,26520
2487,Dishes and silverware,26520
2488,Cooking basics,26520
2489,Oven,26520
2490,Stove,26520
2491,Luggage dropoff allowed,26520
2492,Long term stays allowed,26520
2493,Cleaning before checkout,26520
2494,Wifi,26559
2495,Air conditioning,26559
2496,Buzzer/wireless intercom,26559
2497,Heating,26559
2498,Shampoo,26559
2499,Hangers,26559
2500,Hair dryer,26559
2501,Iron,26559
2502,TV,26785
2503,Cable TV,26785
2504,Internet,26785
2505,Wifi,26785
2506,Air conditioning,26785
2507,Kitchen,26785
2508,Free street parking,26785
2509,Heating,26785
2510,Family/kid friendly,26785
2511,Smoke detector,26785
2512,Carbon monoxide detector,26785
2513,First aid kit,26785
2514,Safety card,26785
2515,Fire extinguisher,26785
2516,Essentials,26785
2517,Shampoo,26785
2518,24-hour check-in,26785
2519,Hangers,26785
2520,Hair dryer,26785
2521,Iron,26785
2522,Laptop friendly workspace,26785
2523,Self check-in,26785
2524,Lockbox,26785
2525,Private entrance,26785
2526,Bathtub,26785
2527,Children’s books and toys,26785
2528,Window guards,26785
2529,Pack ’n Play/travel crib,26785
2530,Children’s dinnerware,26785
2531,Hot water,26785
2532,Bed linens,26785
2533,Extra pillows and blankets,26785
2534,Coffee maker,26785
2535,Refrigerator,26785
2536,Dishes and silverware,26785
2537,Cooking basics,26785
2538,Oven,26785
2539,Stove,26785
2540,TV,26933
2541,Cable TV,26933
2542,Internet,26933
2543,Wifi,26933
2544,Air conditioning,26933
2545,Wheelchair accessible,26933
2546,Kitchen,26933
2547,Smoking allowed,26933
2548,Pets allowed,26933
2549,Doorman,26933
2550,Gym,26933
2551,Breakfast,26933
2552,Elevator,26933
2553,Heating,26933
2554,Washer,26933
2555,Dryer,26933
2556,Smoke detector,26933
2557,Carbon monoxide detector,26933
2558,Essentials,26933
2559,Hangers,26933
2560,Hair dryer,26933
2561,Iron,26933
2562,Laptop friendly workspace,26933
2563,Host greets you,26933
2564,TV,26969
2565,Wifi,26969
2566,Air conditioning,26969
2567,Kitchen,26969
2568,Heating,26969
2569,Family/kid friendly,26969
2570,Smoke detector,26969
2571,Carbon monoxide detector,26969
2572,Essentials,26969
2573,24-hour check-in,26969
2574,Hangers,26969
2575,Hair dryer,26969
2576,Self check-in,26969
2577,Keypad,26969
2578,TV,27006
2579,Cable TV,27006
2580,Internet,27006
2581,Wifi,27006
2582,Air conditioning,27006
2583,Kitchen,27006
2584,Paid parking off premises,27006
2585,Free street parking,27006
2586,Buzzer/wireless intercom,27006
2587,Heating,27006
2588,Family/kid friendly,27006
2589,Washer,27006
2590,Dryer,27006
2591,Smoke detector,27006
2592,Carbon monoxide detector,27006
2593,First aid kit,27006
2594,Safety card,27006
2595,Essentials,27006
2596,Shampoo,27006
2597,24-hour check-in,27006
2598,Hangers,27006
2599,Laptop friendly workspace,27006
2600,Self check-in,27006
2601,Lockbox,27006
2602,Bathtub,27006
2603,Changing table,27006
2604,Children’s books and toys,27006
2605,Window guards,27006
2606,Babysitter recommendations,27006
2607,Children’s dinnerware,27006
2608,Hot water,27006
2609,Coffee maker,27006
2610,Refrigerator,27006
2611,Dishwasher,27006
2612,Dishes and silverware,27006
2613,Cooking basics,27006
2614,Oven,27006
2615,Stove,27006
2616,BBQ grill,27006
2617,Patio or balcony,27006
2618,Luggage dropoff allowed,27006
2619,TV,1419
2620,Internet,1419
2621,Wifi,1419
2622,Air conditioning,1419
2623,Kitchen,1419
2624,Indoor fireplace,1419
2625,Heating,1419
2626,Family/kid friendly,1419
2627,Washer,1419
2628,Dryer,1419
2629,Smoke detector,1419
2630,First aid kit,1419
2631,Fire extinguisher,1419
2632,Essentials,1419
2633,Shampoo,1419
2634,TV,8077
2635,Cable TV,8077
2636,Internet,8077
2637,Wifi,8077
2638,Air conditioning,8077
2639,Pool,8077
2640,Free parking on premises,8077
2641,Doorman,8077
2642,Gym,8077
2643,Elevator,8077
2644,Buzzer/wireless intercom,8077
2645,Heating,8077
2646,Smoke detector,8077
2647,Shampoo,8077
2648,Internet,12604
2649,Wifi,12604
2650,Pets live on this property,12604
2651,Cat(s),12604
2652,Indoor fireplace,12604
2653,Internet,23691
2654,Wifi,23691
2655,Air conditioning,23691
2656,Kitchen,23691
2657,Free parking on premises,23691
2658,Free street parking,23691
2659,Heating,23691
2660,Washer,23691
2661,Dryer,23691
2662,Smoke detector,23691
2663,Carbon monoxide detector,23691
2664,Fire extinguisher,23691
2665,Essentials,23691
2666,Lock on bedroom door,23691
2667,24-hour check-in,23691
2668,Hangers,23691
2669,Hair dryer,23691
2670,Iron,23691
2671,Laptop friendly workspace,23691
2672,translation missing: en.hosting_amenity_49,23691
2673,translation missing: en.hosting_amenity_50,23691
2674,Self check-in,23691
2675,Keypad,23691
2676,Private entrance,23691
2677,Hot water,23691
2678,Bed linens,23691
2679,Extra pillows and blankets,23691
2680,Pocket wifi,23691
2681,Microwave,23691
2682,Coffee maker,23691
2683,Refrigerator,23691
2684,Dishes and silverware,23691
2685,Cooking basics,23691
2686,Oven,23691
2687,Stove,23691
2688,Long term stays allowed,23691
2689,TV,26654
2690,Cable TV,26654
2691,Internet,26654
2692,Wifi,26654
2693,Air conditioning,26654
2694,Wheelchair accessible,26654
2695,Pool,26654
2696,Kitchen,26654
2697,Pets allowed,26654
2698,Doorman,26654
2699,Gym,26654
2700,Elevator,26654
2701,Heating,26654
2702,Family/kid friendly,26654
2703,Washer,26654
2704,Dryer,26654
2705,Smoke detector,26654
2706,Carbon monoxide detector,26654
2707,Fire extinguisher,26654
2708,Essentials,26654
2709,Shampoo,26654
2710,24-hour check-in,26654
2711,Hangers,26654
2712,Hair dryer,26654
2713,Iron,26654
2714,Laptop friendly workspace,26654
2715,Self check-in,26654
2716,Building staff,26654
2717,Private entrance,26654
2718,Hot water,26654
2719,Bed linens,26654
2720,Extra pillows and blankets,26654
2721,Microwave,26654
2722,Coffee maker,26654
2723,Refrigerator,26654
2724,Dishwasher,26654
2725,Dishes and silverware,26654
2726,Cooking basics,26654
2727,Oven,26654
2728,Stove,26654
2729,Single level home,26654
2730,Patio or balcony,26654
2731,Luggage dropoff allowed,26654
2732,Long term stays allowed,26654
2733,Paid parking on premises,26654
2734,TV,27423
2735,Internet,27423
2736,Wifi,27423
2737,Air conditioning,27423
2738,Kitchen,27423
2739,Free parking on premises,27423
2740,Pets live on this property,27423
2741,Dog(s),27423
2742,Heating,27423
2743,Washer,27423
2744,Dryer,27423
2745,Smoke detector,27423
2746,Carbon monoxide detector,27423
2747,Fire extinguisher,27423
2748,Hangers,27423
2749,Iron,27423
2750,Laptop friendly workspace,27423
2751,translation missing: en.hosting_amenity_49,27423
2752,TV,30931
2753,Cable TV,30931
2754,Internet,30931
2755,Wifi,30931
2756,Air conditioning,30931
2757,Pool,30931
2758,Kitchen,30931
2759,Free parking on premises,30931
2760,Doorman,30931
2761,Gym,30931
2762,Elevator,30931
2763,Heating,30931
2764,Smoke detector,30931
2765,TV,40456
2766,Cable TV,40456
2767,Wifi,40456
2768,Air conditioning,40456
2769,Kitchen,40456
2770,Free parking on premises,40456
2771,Heating,40456
2772,Washer,40456
2773,Dryer,40456
2774,Smoke detector,40456
2775,Carbon monoxide detector,40456
2776,Essentials,40456
2777,Shampoo,40456
2778,Hangers,40456
2779,Hair dryer,40456
2780,Iron,40456
2781,Laptop friendly workspace,40456
2782,translation missing: en.hosting_amenity_49,40456
2783,translation missing: en.hosting_amenity_50,40456
2784,Hot water,40456
2785,Microwave,40456
2786,Coffee maker,40456
2787,Refrigerator,40456
2788,Dishwasher,40456
2789,Dishes and silverware,40456
2790,Cooking basics,40456
2791,Oven,40456
2792,Stove,40456
2793,Patio or balcony,40456
2794,Long term stays allowed,40456
2795,Host greets you,40456
2796,TV,41887
2797,Wifi,41887
2798,Kitchen,41887
2799,Free parking on premises,41887
2800,Pets allowed,41887
2801,Pets live on this property,41887
2802,Free street parking,41887
2803,Heating,41887
2804,Family/kid friendly,41887
2805,Washer,41887
2806,Dryer,41887
2807,Smoke detector,41887
2808,Carbon monoxide detector,41887
2809,Fire extinguisher,41887
2810,Essentials,41887
2811,Shampoo,41887
2812,Hangers,41887
2813,Private entrance,41887
2814,Hot water,41887
2815,Bed linens,41887
2816,Extra pillows and blankets,41887
2817,Microwave,41887
2818,Coffee maker,41887
2819,Refrigerator,41887
2820,Dishes and silverware,41887
2821,Cooking basics,41887
2822,Oven,41887
2823,Stove,41887
2824,Long term stays allowed,41887
2825,TV,43964
2826,Cable TV,43964
2827,Internet,43964
2828,Wifi,43964
2829,Air conditioning,43964
2830,Kitchen,43964
2831,Free street parking,43964
2832,Heating,43964
2833,Family/kid friendly,43964
2834,Washer,43964
2835,Dryer,43964
2836,Smoke detector,43964
2837,Carbon monoxide detector,43964
2838,First aid kit,43964
2839,Fire extinguisher,43964
2840,Essentials,43964
2841,Shampoo,43964
2842,Hangers,43964
2843,Hair dryer,43964
2844,Iron,43964
2845,Laptop friendly workspace,43964
2846,Self check-in,43964
2847,Lockbox,43964
2848,Private entrance,43964
2849,Changing table,43964
2850,High chair,43964
2851,Children’s books and toys,43964
2852,Children’s dinnerware,43964
2853,Hot water,43964
2854,Bed linens,43964
2855,Extra pillows and blankets,43964
2856,Microwave,43964
2857,Coffee maker,43964
2858,Refrigerator,43964
2859,Dishes and silverware,43964
2860,Cooking basics,43964
2861,Oven,43964
2862,Stove,43964
2863,Patio or balcony,43964
2864,Garden or backyard,43964
2865,Long term stays allowed,43964
2866,Cleaning before checkout,43964
2867,TV,44452
2868,Cable TV,44452
2869,Internet,44452
2870,Wifi,44452
2871,Air conditioning,44452
2872,Kitchen,44452
2873,Paid parking off premises,44452
2874,Elevator,44452
2875,Heating,44452
2876,Washer,44452
2877,Dryer,44452
2878,Smoke detector,44452
2879,Carbon monoxide detector,44452
2880,Essentials,44452
2881,Shampoo,44452
2882,24-hour check-in,44452
2883,Hangers,44452
2884,Hair dryer,44452
2885,Iron,44452
2886,Laptop friendly workspace,44452
2887,Self check-in,44452
2888,Keypad,44452
2889,Hot water,44452
2890,Microwave,44452
2891,Refrigerator,44452
2892,Dishes and silverware,44452
2893,Long term stays allowed,44452
2894,TV,45399
2895,Cable TV,45399
2896,Internet,45399
2897,Wifi,45399
2898,Air conditioning,45399
2899,Kitchen,45399
2900,Gym,45399
2901,Elevator,45399
2902,Heating,45399
2903,Washer,45399
2904,Dryer,45399
2905,Smoke detector,45399
2906,Carbon monoxide detector,45399
2907,Essentials,45399
2908,Shampoo,45399
2909,24-hour check-in,45399
2910,Hangers,45399
2911,Iron,45399
2912,Laptop friendly workspace,45399
2913,Hot water,45399
2914,Bed linens,45399
2915,Microwave,45399
2916,Refrigerator,45399
2917,Dishes and silverware,45399
2918,Luggage dropoff allowed,45399
2919,Long term stays allowed,45399
2920,Host greets you,45399
2921,Paid parking on premises,45399
2922,TV,45893
2923,Cable TV,45893
2924,Internet,45893
2925,Wifi,45893
2926,Air conditioning,45893
2927,Kitchen,45893
2928,Elevator,45893
2929,Buzzer/wireless intercom,45893
2930,Heating,45893
2931,Washer,45893
2932,Dryer,45893
2933,Essentials,45893
2934,Shampoo,45893
2935,Hangers,45893
2936,Hair dryer,45893
2937,Iron,45893
2938,Laptop friendly workspace,45893
2939,Host greets you,45893
2940,TV,50110
2941,Internet,50110
2942,Wifi,50110
2943,Air conditioning,50110
2944,Kitchen,50110
2945,Doorman,50110
2946,Gym,50110
2947,Elevator,50110
2948,Heating,50110
2949,Washer,50110
2950,Dryer,50110
2951,Smoke detector,50110
2952,Carbon monoxide detector,50110
2953,Essentials,50110
2954,Shampoo,50110
2955,24-hour check-in,50110
2956,Hangers,50110
2957,Hair dryer,50110
2958,Iron,50110
2959,Laptop friendly workspace,50110
2960,Private living room,50110
2961,Microwave,50110
2962,Coffee maker,50110
2963,Refrigerator,50110
2964,Dishes and silverware,50110
2965,Cooking basics,50110
2966,Oven,50110
2967,Stove,50110
2968,Patio or balcony,50110
2969,Host greets you,50110
2970,TV,51616
2971,Internet,51616
2972,Wifi,51616
2973,Air conditioning,51616
2974,Kitchen,51616
2975,Paid parking off premises,51616
2976,Elevator,51616
2977,Indoor fireplace,51616
2978,Buzzer/wireless intercom,51616
2979,Heating,51616
2980,Washer,51616
2981,Smoke detector,51616
2982,Essentials,51616
2983,Shampoo,51616
2984,Lock on bedroom door,51616
2985,Hangers,51616
2986,Hair dryer,51616
2987,Iron,51616
2988,Laptop friendly workspace,51616
2989,translation missing: en.hosting_amenity_49,51616
2990,translation missing: en.hosting_amenity_50,51616
2991,Hot water,51616
2992,Microwave,51616
2993,Coffee maker,51616
2994,Refrigerator,51616
2995,Dishwasher,51616
2996,Dishes and silverware,51616
2997,Cooking basics,51616
2998,Oven,51616
2999,Stove,51616
3000,Single level home,51616
3001,Host greets you,51616
3002,Cable TV,62545
3003,Internet,62545
3004,Wifi,62545
3005,Air conditioning,62545
3006,Kitchen,62545
3007,Indoor fireplace,62545
3008,Heating,62545
3009,Washer,62545
3010,Dryer,62545
3011,Hot water,62545
3012,TV,64641
3013,Cable TV,64641
3014,Wifi,64641
3015,Air conditioning,64641
3016,Kitchen,64641
3017,Buzzer/wireless intercom,64641
3018,Heating,64641
3019,Family/kid friendly,64641
3020,Washer,64641
3021,Dryer,64641
3022,Smoke detector,64641
3023,Carbon monoxide detector,64641
3024,Fire extinguisher,64641
3025,Essentials,64641
3026,Lock on bedroom door,64641
3027,Hangers,64641
3028,Hair dryer,64641
3029,Iron,64641
3030,Hot water,64641
3031,Bed linens,64641
3032,Cable TV,64645
3033,Wifi,64645
3034,Air conditioning,64645
3035,Kitchen,64645
3036,Indoor fireplace,64645
3037,Heating,64645
3038,Family/kid friendly,64645
3039,Washer,64645
3040,Dryer,64645
3041,TV,65238
3042,Internet,65238
3043,Wifi,65238
3044,Air conditioning,65238
3045,Kitchen,65238
3046,Breakfast,65238
3047,Pets live on this property,65238
3048,Cat(s),65238
3049,Free street parking,65238
3050,Heating,65238
3051,Washer,65238
3052,Dryer,65238
3053,Smoke detector,65238
3054,Carbon monoxide detector,65238
3055,Fire extinguisher,65238
3056,Essentials,65238
3057,Shampoo,65238
3058,Hangers,65238
3059,Hair dryer,65238
3060,translation missing: en.hosting_amenity_49,65238
3061,Self check-in,65238
3062,Lockbox,65238
3063,Hot water,65238
3064,Microwave,65238
3065,Coffee maker,65238
3066,Refrigerator,65238
3067,Dishwasher,65238
3068,Dishes and silverware,65238
3069,Cooking basics,65238
3070,Oven,65238
3071,Stove,65238
3072,Garden or backyard,65238
3073,Paid parking on premises,65238
3074,TV,69464
3075,Cable TV,69464
3076,Internet,69464
3077,Wifi,69464
3078,Air conditioning,69464
3079,Kitchen,69464
3080,Paid parking off premises,69464
3081,Gym,69464
3082,Elevator,69464
3083,Hot tub,69464
3084,Buzzer/wireless intercom,69464
3085,Heating,69464
3086,Family/kid friendly,69464
3087,Washer,69464
3088,Dryer,69464
3089,Smoke detector,69464
3090,Carbon monoxide detector,69464
3091,Essentials,69464
3092,Shampoo,69464
3093,24-hour check-in,69464
3094,Hangers,69464
3095,Hair dryer,69464
3096,Iron,69464
3097,Laptop friendly workspace,69464
3098,High chair,69464
3099,Hot water,69464
3100,Microwave,69464
3101,Coffee maker,69464
3102,Refrigerator,69464
3103,Dishes and silverware,69464
3104,Cooking basics,69464
3105,Patio or balcony,69464
3106,Long term stays allowed,69464
3107,Host greets you,69464
3108,TV,75051
3109,Internet,75051
3110,Wifi,75051
3111,Air conditioning,75051
3112,Kitchen,75051
3113,Pets live on this property,75051
3114,Dog(s),75051
3115,Indoor fireplace,75051
3116,Heating,75051
3117,Family/kid friendly,75051
3118,Washer,75051
3119,Dryer,75051
3120,Smoke detector,75051
3121,Carbon monoxide detector,75051
3122,Essentials,75051
3123,Shampoo,75051
3124,24-hour check-in,75051
3125,Hangers,75051
3126,Hair dryer,75051
3127,Iron,75051
3128,Laptop friendly workspace,75051
3129,Microwave,75051
3130,Coffee maker,75051
3131,Refrigerator,75051
3132,Dishes and silverware,75051
3133,Garden or backyard,75051
3134,Internet,82694
3135,Wifi,82694
3136,Air conditioning,82694
3137,Wheelchair accessible,82694
3138,Pool,82694
3139,Kitchen,82694
3140,Doorman,82694
3141,Gym,82694
3142,Elevator,82694
3143,Heating,82694
3144,Washer,82694
3145,Dryer,82694
3146,Smoke detector,82694
3147,Carbon monoxide detector,82694
3148,Essentials,82694
3149,Shampoo,82694
3150,Hangers,82694
3151,Hair dryer,82694
3152,Iron,82694
3153,Laptop friendly workspace,82694
3154,Hot water,82694
3155,Bed linens,82694
3156,Extra pillows and blankets,82694
3157,Refrigerator,82694
3158,Dishwasher,82694
3159,Dishes and silverware,82694
3160,Cooking basics,82694
3161,Oven,82694
3162,Stove,82694
3163,Patio or balcony,82694
3164,TV,84076
3165,Internet,84076
3166,Wifi,84076
3167,Air conditioning,84076
3168,Wheelchair accessible,84076
3169,Pool,84076
3170,Kitchen,84076
3171,Paid parking off premises,84076
3172,Doorman,84076
3173,Gym,84076
3174,Hot tub,84076
3175,Indoor fireplace,84076
3176,Buzzer/wireless intercom,84076
3177,Heating,84076
3178,Family/kid friendly,84076
3179,Washer,84076
3180,Dryer,84076
3181,Smoke detector,84076
3182,Carbon monoxide detector,84076
3183,Essentials,84076
3184,Shampoo,84076
3185,Hangers,84076
3186,Laptop friendly workspace,84076
3187,Hot water,84076
3188,Microwave,84076
3189,Refrigerator,84076
3190,Dishwasher,84076
3191,Dishes and silverware,84076
3192,Cooking basics,84076
3193,Oven,84076
3194,Stove,84076
3195,Garden or backyard,84076
3196,Other,84076
3197,TV,84151
3198,Cable TV,84151
3199,Internet,84151
3200,Wifi,84151
3201,Air conditioning,84151
3202,Kitchen,84151
3203,Elevator,84151
3204,Heating,84151
3205,Washer,84151
3206,Dryer,84151
3207,Essentials,84151
3208,Shampoo,84151
3209,Hangers,84151
3210,Hair dryer,84151
3211,Iron,84151
3212,Laptop friendly workspace,84151
3213,Host greets you,84151
3214,Internet,89575
3215,Wifi,89575
3216,Air conditioning,89575
3217,Kitchen,89575
3218,Free parking on premises,89575
3219,Indoor fireplace,89575
3220,Heating,89575
3221,Washer,89575
3222,Dryer,89575
3223,Smoke detector,89575
3224,Carbon monoxide detector,89575
3225,First aid kit,89575
3226,Safety card,89575
3227,Fire extinguisher,89575
3228,Essentials,89575
3229,Shampoo,89575
3230,Lock on bedroom door,89575
3231,Hair dryer,89575
3232,translation missing: en.hosting_amenity_49,89575
3233,translation missing: en.hosting_amenity_50,89575
3234,Self check-in,89575
3235,Keypad,89575
3236,Private entrance,89575
3237,Hot water,89575
3238,TV,96336
3239,Cable TV,96336
3240,Wifi,96336
3241,Air conditioning,96336
3242,Kitchen,96336
3243,Free parking on premises,96336
3244,Breakfast,96336
3245,Hot tub,96336
3246,Heating,96336
3247,Family/kid friendly,96336
3248,Washer,96336
3249,Dryer,96336
3250,Smoke detector,96336
3251,Carbon monoxide detector,96336
3252,Fire extinguisher,96336
3253,Essentials,96336
3254,Shampoo,96336
3255,Hangers,96336
3256,Hair dryer,96336
3257,Iron,96336
3258,Laptop friendly workspace,96336
3259,Private living room,96336
3260,Private entrance,96336
3261,Bathtub,96336
3262,Hot water,96336
3263,Bed linens,96336
3264,Extra pillows and blankets,96336
3265,Microwave,96336
3266,Coffee maker,96336
3267,Refrigerator,96336
3268,Dishwasher,96336
3269,Dishes and silverware,96336
3270,Cooking basics,96336
3271,Oven,96336
3272,Stove,96336
3273,BBQ grill,96336
3274,Patio or balcony,96336
3275,Garden or backyard,96336
3276,Other,96336
3277,TV,104096
3278,Cable TV,104096
3279,Internet,104096
3280,Wifi,104096
3281,Air conditioning,104096
3282,Kitchen,104096
3283,Free parking on premises,104096
3284,Pets live on this property,104096
3285,Dog(s),104096
3286,Indoor fireplace,104096
3287,Heating,104096
3288,Family/kid friendly,104096
3289,Washer,104096
3290,Dryer,104096
3291,Smoke detector,104096
3292,Carbon monoxide detector,104096
3293,First aid kit,104096
3294,Safety card,104096
3295,Fire extinguisher,104096
3296,Essentials,104096
3297,Shampoo,104096
3298,Hangers,104096
3299,Hair dryer,104096
3300,Iron,104096
3301,Laptop friendly workspace,104096
3302,Private entrance,104096
3303,Children’s books and toys,104096
3304,Room-darkening shades,104096
3305,Children’s dinnerware,104096
3306,Game console,104096
3307,Hot water,104096
3308,Bed linens,104096
3309,Extra pillows and blankets,104096
3310,Microwave,104096
3311,Coffee maker,104096
3312,Refrigerator,104096
3313,Dishwasher,104096
3314,Dishes and silverware,104096
3315,Cooking basics,104096
3316,Oven,104096
3317,Stove,104096
3318,BBQ grill,104096
3319,Patio or balcony,104096
3320,Garden or backyard,104096
3321,Other,104096
3322,Lake access,104096
3323,TV,104722
3324,Wifi,104722
3325,Air conditioning,104722
3326,Kitchen,104722
3327,Indoor fireplace,104722
3328,Heating,104722
3329,Washer,104722
3330,Dryer,104722
3331,Smoke detector,104722
3332,Fire extinguisher,104722
3333,Essentials,104722
3334,Iron,104722
3335,Laptop friendly workspace,104722
3336,Bed linens,104722
3337,Other,104722
3338,Internet,112842
3339,Wifi,112842
3340,Air conditioning,112842
3341,Wheelchair accessible,112842
3342,Kitchen,112842
3343,Gym,112842
3344,Elevator,112842
3345,Buzzer/wireless intercom,112842
3346,Heating,112842
3347,Washer,112842
3348,Dryer,112842
3349,Smoke detector,112842
3350,Essentials,112842
3351,Hangers,112842
3352,Laptop friendly workspace,112842
3353,TV,113175
3354,Internet,113175
3355,Wifi,113175
3356,Air conditioning,113175
3357,Pool,113175
3358,Kitchen,113175
3359,Paid parking off premises,113175
3360,Gym,113175
3361,Elevator,113175
3362,Hot tub,113175
3363,Indoor fireplace,113175
3364,Heating,113175
3365,Washer,113175
3366,Dryer,113175
3367,Smoke detector,113175
3368,Essentials,113175
3369,Shampoo,113175
3370,Hangers,113175
3371,Hair dryer,113175
